date, pm25, pm10, o3, no2, so2, co
04/02/20,286,197,3,24,3,18
05/02/20,237,155,3,23,4,18
06/02/20,214,167,3,26,4,19
07/02/20,214,155,2,25,3,18
08/02/20,234,179,2,25,3,20
09/02/20,249,236,3,26,4,19
10/02/20,266,255,2,27,4,21
11/02/20,258,205,4,29,3,12
12/02/20,252,136,2,27,3,11
13/02/20,182,143,2,25,3,10
14/02/20,166,126,2,26,3,10
15/02/20,173,172,2,29,3,14
16/02/20,236,217,3,30,4,16
17/02/20,257,165,2,32,3,13
18/02/20,204,162,31,40,4,11
19/02/20,179,189,25,32,4,8
20/02/20,188,80,10,25,3,6
21/02/20,136,101,11,26,4,10
22/02/20,155,122,11,27,4,9
23/02/20,181,116,12,30,4,9
24/02/20,166,157,11,35,6,20
25/02/20,217,222,5,35,9,24
26/02/20,257,210,6,29,6,21
27/02/20,200,145,4,23,6,17
28/02/20,174,122,2,22,5,16
29/02/20,154,106,4,27,6,18
01/03/20,138,168,4,25,7,22
02/03/20,189,146,1,17,6,22
