date,pm25,pm10,o3,no2,so2,co
5/20/2015,179,87,115,40,23,15
5/19/2015,198,125,90,48,13,19
5/18/2015,177,139,151,57,14,18
5/17/2015,156,100,52,41,9,17
5/16/2015,163,82,72,33,17,18
5/15/2015,134,93,99,28,11,14
5/14/2015,114,67,48,24,9,13
5/13/2015,139,71,39,27,15,21
5/12/2015,127,102,52,33,19,14
5/11/2015,128,108,67,24,11,7
5/10/2015,169,91,45,24,15,7
5/9/2015,157,103,89,38,22,14
5/8/2015,159,84,92,40,14,15
5/7/2015,174,78,51,26,17,12
5/6/2015,179,108,84,39,22,13
5/5/2015,194,121,133,48,17,12
5/4/2015,160,101,103,41,20,16
5/3/2015,154,84,63,33,23,13
5/2/2015,104,75,97,29,21,15
5/1/2015,163,46,60,19,14,11
4/30/2015,158,91,70,39,22,16
4/29/2015,170,110,117,42,24,17
4/28/2015,153,105,107,24,17,17
4/27/2015,169,81,56,28,20,16
4/26/2015,171,145,92,42,19,26
4/25/2015,199,158,101,62,23,23
4/24/2015,170,167,106,64,23,27
4/23/2015,181,129,49,64,21,28
4/22/2015,157,194,92,81,24,25
4/21/2015,156,102,89,60,19,18
4/20/2015,123,89,73,48,18,18
4/19/2015,128,43,43,18,12,14
4/18/2015,170,48,51,21,13,18
4/17/2015,168,114,37,46,26,26
4/16/2015,171,134,63,42,43,47
4/15/2015,164,112,66,38,21,32
4/14/2015,141,119,37,55,29,18
4/13/2015,104,103,82,38,19,10
4/12/2015,136,97,71,29,12,8
4/11/2015,188,127,65,36,14,12
4/10/2015,200,155,91,62,25,24
4/9/2015,154,103,73,40,16,20
4/8/2015,136,75,62,38,19,13
4/7/2015,146,56,45,27,10,12
4/6/2015,161,65,55,15,9,25
4/5/2015,143,58,63,20,9,18
4/4/2015,141,48,57,19,8,15
4/3/2015,140,50,25,24,30,27
4/2/2015,96,94,30,39,50,30
4/1/2015,164,46,43,26,32,24
3/31/2015,154,97,46,40,38,32
3/30/2015,153,74,70,30,33,20
3/29/2015,182,58,37,28,27,24
3/28/2015,176,111,55,46,29,28
3/27/2015,164,102,58,45,25,20
3/26/2015,156,76,50,33,19,17
3/25/2015,153,77,53,37,28,22
3/24/2015,168,104,66,42,35,29
3/23/2015,163,123,71,40,32,23
3/22/2015,180,117,65,40,29,20
3/21/2015,176,130,59,50,32,25
3/20/2015,134,96,64,43,26,21
3/19/2015,131,51,32,26,18,28
3/18/2015,97,50,37,22,19,19
3/17/2015,135,25,18,20,15,19
3/16/2015,175,50,16,26,31,23
3/15/2015,194,84,52,31,32,20
3/14/2015,178,106,11,33,29,29
3/13/2015,185,140,30,46,30,20
